"","code","name","theme","source","freq","lastupdate","status"
"1151","PNADC12_RTHM12","Rendimento médio de todos os trabalhos habituais mensais - mensalizada","Macroeconomic","IPEA","Monthly",2025-06-27,"Active"
"1152","PNADC12_RTHMD12","Rendimento médio de todos os trabalhos habituais mensais - mensalizada dessazonalizada","Macroeconomic","IPEA","Monthly",2025-06-27,"Active"
"1153","PNADC12_TDESOCM12","Taxa de desocupação - mensalizada","Macroeconomic","IPEA","Monthly",2025-06-27,"Active"
"1154","PNADC12_TDESOCMD12","Taxa de desocupação - mensalizada dessazonalizada","Macroeconomic","IPEA","Monthly",2025-06-27,"Active"
"1155","DIMAC_CF_RCP4","Capital fixo – relação capital-produto","Macroeconomic","IPEA","Quarterly",2025-04-17,"Active"
"1156","PAN4_FBKFI90G4","Investimento real","Macroeconomic","IPEA","Quarterly",2025-05-30,"Active"
"1157","PAN4_FBKFPIBV4","Taxa de investimento nominal","Macroeconomic","IPEA","Quarterly",2025-05-30,"Active"
"1158","JPM366_EMBI366","EMBI + Risco-Brasil - INATIVA","Macroeconomic","JP Morgan","Daily",2024-08-02,"Inactive"
"1159","SECEX12_MBENCAPGCE12","Importações - bens de capital - (FOB)","Macroeconomic","MDIC/SECEX","Monthly",2025-07-15,"Active"
"1160","SECEX12_MBENCONGCE12","Importações - bens de consumo - (FOB)","Macroeconomic","MDIC/SECEX","Monthly",2025-07-15,"Active"
"1161","SECEX12_MVTOT12","Importações - (FOB)","Macroeconomic","MDIC/SECEX","Monthly",2025-07-15,"Active"
"1162","SECEX12_XBENCAPGCE12","Exportações - bens de capital - (FOB)","Macroeconomic","MDIC/SECEX","Monthly",2025-07-15,"Active"
"1163","SECEX12_XBENCONGCE12","Exportações - bens de consumo - (FOB)","Macroeconomic","MDIC/SECEX","Monthly",2025-07-15,"Active"
"1164","SECEX12_XVTOT12","Exportações - (FOB)","Macroeconomic","MDIC/SECEX","Monthly",2025-07-15,"Active"
"1165","MME_CAPINSTEE","Energia elétrica - capacidade instalada - geração de energia elétrica - quantidade","Macroeconomic","MME","Yearly",2024-08-07,"Active"
"1166","MME_HIDRAU","Energia elétrica - capacidade instalada - geração de energia elétrica - hidráulica - quantidade","Macroeconomic","MME","Yearly",2024-08-07,"Active"
"1167","MME_PETOT","Energia elétrica - produção energia primária - quantidade","Macroeconomic","MME","Yearly",2024-08-07,"Active"
"1168","DISOC_QCONTRIBPF","Previdência Social - contribuintes do INSS - pessoa física","Macroeconomic","MPS","Yearly",2025-05-27,"Active"
"1169","DISOC_VARREC","Previdência Social - valor arrecadado pelo INSS","Macroeconomic","MPS","Yearly",2025-05-27,"Active"
"1170","MPAS12_ARRBT12","Previdência Social - fluxo de caixa da previdência - arrecadação bruta","Macroeconomic","MPS","Monthly",2025-07-22,"Active"
"1171","MPAS12_ARRLIQ12","Previdência Social - fluxo de caixa da previdência - arrecadação líquida","Macroeconomic","MPS","Monthly",2025-07-22,"Active"
"1172","MPAS12_BENPREV12","Previdência Social - fluxo de caixa da previdência - benefícios previdenciários","Macroeconomic","MPS","Monthly",2025-07-22,"Active"
"1173","MPAS12_RESPRGPS12","Previdência Social - fluxo de caixa da previdência - resultado primário do RGPS","Macroeconomic","MPS","Monthly",2025-07-22,"Active"
"1174","CAGED12_ADMIS","Empregados - admissões - INATIVA","Macroeconomic","MTE/Caged","Monthly",2020-05-27,"Inactive"
"1175","CAGED12_DESLIG","Empregados - demissões - INATIVA","Macroeconomic","MTE/Caged","Monthly",2020-05-27,"Inactive"
"1176","CAGED12_SALDO12","Empregados - saldo - INATIVA","Macroeconomic","MTE/Caged","Monthly",2020-05-27,"Inactive"
"1177","MTE12_SALMIN12","Salário mínimo vigente","Macroeconomic","Min. Economia/Outras","Monthly",2025-06-30,"Active"
"1178","CAGED12_ADMISN12","Empregados - admissões - sem ajuste - novo Caged","Macroeconomic","Min. Economia/SEPRT/Novo Caged","Monthly",2025-07-09,"Active"
"1179","CAGED12_ADMISNAJU12","Empregados - admissões - com ajuste - novo Caged","Macroeconomic","Min. Economia/SEPRT/Novo Caged","Monthly",2025-07-09,"Active"
"1180","CAGED12_DESLIGN12","Empregados - demissões - sem ajuste - novo Caged","Macroeconomic","Min. Economia/SEPRT/Novo Caged","Monthly",2025-07-09,"Active"
"1181","CAGED12_DESLIGNAJU12","Empregados - demissões - com ajuste - novo Caged","Macroeconomic","Min. Economia/SEPRT/Novo Caged","Monthly",2025-07-09,"Active"
"1182","CAGED12_SALDON12","Empregados - saldo - sem ajuste - novo Caged","Macroeconomic","Min. Economia/SEPRT/Novo Caged","Monthly",2025-07-09,"Active"
"1183","CAGED12_SALDONAJU12","Empregados - saldo - com ajuste - novo Caged","Macroeconomic","Min. Economia/SEPRT/Novo Caged","Monthly",2025-07-09,"Active"
"1184","SRF12_CIDE12","Cide - combustíveis  - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1185","SRF12_COFINS12","Contribuição - Finsocial / Cofins - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1186","SRF12_CSLL12","Contribuição social sobre o lucro líquido (CSLL) - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1187","SRF12_II12","Imposto sobre a importação (II) - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1188","SRF12_IOF12","Imposto sobre operações financeiras (IOF) - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1189","SRF12_IPI12","Imposto sobre produtos industrializados (IPI) - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1190","SRF12_IR12","Imposto sobre a renda (IR) - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1191","SRF12_IRPF12","Imposto sobre a renda (IR) - pessoas físicas - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1192","SRF12_IRPJ12","Imposto sobre a renda (IR) - pessoas jurídicas - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1193","SRF12_PIS12","Contribuição - PIS / Pasep - total - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1194","SRF12_TOTGER12","Arrecadação das receitas federais - receita bruta","Macroeconomic","Min. Economia/SRF","Monthly",2025-07-24,"Active"
"1195","CONFAZ12_ICMSN12","Imposto sobre a circulação de mercadorias (ICMS) - Brasil","Macroeconomic","Min. Economia/Siconfi","Monthly",2025-02-18,"Active"
"1196","CONFAZ12_IPVA12","Imposto sobre a propriedade de veículos automotores (IPVA)","Macroeconomic","Min. Economia/Siconfi","Monthly",2025-02-18,"Active"
"1197","CONFAZ12_ITCD12","Imposto sobre transmissão causa mortis e doação (ITCMD)","Macroeconomic","Min. Economia/Siconfi","Monthly",2025-02-18,"Inactive"
"1198","SGS366_NASDAQ366","Índice de ações - NASDAQ - fechamento","Macroeconomic","Nasdaq","Daily",2025-07-25,"Active"
"1199","GM12_NASDAQ12","índice de ações - NASDAQ - fechamento","Macroeconomic","Nasdaq","Monthly",2025-07-02,"Active"
"1200","ONS12_CONV12","Energia elétrica - geração - térmica convencional - quantidade","Macroeconomic","ONS","Monthly",2025-07-09,"Active"
"1201","ONS12_HIDR12","Energia elétrica - geração - hidráulica - quantidade","Macroeconomic","ONS","Monthly",2025-07-09,"Active"
"1202","HIST_DEP","M2 - depósitos à prazo - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2003-10-23,"Inactive"
"1203","HIST_DEV","M1 - depósitos à vista - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2003-10-23,"Inactive"
"1204","HIST_ERVL","Taxa de câmbio - libra esterlina / mil réis - RJ - INATIVA","Macroeconomic","Outras fontes","Yearly",2007-01-24,"Inactive"
"1205","HIST_ESCR","Escravos africanos - importação - INATIVA","Macroeconomic","Outras fontes","Yearly",2003-12-02,"Inactive"
"1206","HIST_M1","M1 - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2004-02-20,"Inactive"
"1207","HIST_M2","M2 - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2004-02-20,"Inactive"
"1208","HIST_PIBR","PIB - INATIVA","Macroeconomic","Outras fontes","Yearly",2002-10-29,"Inactive"
"1209","HIST_PME","M0 - base monetária - papel moeda emitido - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2005-08-30,"Inactive"
"1210","HIST_PMPP","M1 - papel-moeda em poder do público - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2004-02-20,"Inactive"
"1211","HIST_REBAM12","M0 - base monetária - papel moeda emitido - caixa nas autoridades monetárias - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2003-10-23,"Inactive"
"1212","HIST_REBBC12","M0 - base monetária - papel moeda emitido - caixa nos bancos comerciais - fim período - INATIVA","Macroeconomic","Outras fontes","Yearly",2003-10-23,"Inactive"
"1213","HIST_SBCLIBRA","Balança comercial - (FOB) - saldo - INATIVA","Macroeconomic","Outras fontes","Yearly",2006-04-07,"Inactive"
"1214","HIST_XACUCARVUS","Exportações - açúcar","Macroeconomic","Outras fontes","Yearly",2024-07-31,"Active"
"1215","HIST_XCAFEQ","Exportações - café em grão - quantidade","Macroeconomic","Outras fontes","Yearly",2024-07-31,"Active"
"1216","HIST_XCAFEVUS","Exportações - café em grão","Macroeconomic","Outras fontes","Yearly",2024-08-23,"Active"
"1217","HIST_XSOJAQ","Exportações - soja em grão - quantidade","Macroeconomic","Outras fontes","Yearly",2024-07-31,"Active"
"1218","HIST_XSOJAVUS","Exportações - soja em grão","Macroeconomic","Outras fontes","Yearly",2024-08-23,"Active"
"1219","HIST4_DEP4","M2 - depósitos à prazo - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1220","HIST4_DEV4","M1 - depósitos à vista - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1221","HIST4_M14","M1 - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1222","HIST4_M24","M2 - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1223","HIST4_PME4","M0 - base monetária - papel moeda emitido - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1224","HIST4_PMPP4","M1 - papel-moeda em poder do público - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1225","HIST4_REBAM4","M0 - base monetária - papel moeda emitido - caixa nas autoridades monetárias - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1226","HIST4_REBBC4","M0 - base monetária - papel moeda emitido - caixa nos bancos comerciais - fim período - INATIVA","Macroeconomic","Outras fontes","Quarterly",2004-02-19,"Inactive"
"1227","DERAL12_ATARP12","Preço médio - atacado - arroz (parabolizado tipo 2) - 30 kg - PR - INATIVA","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Inactive"
"1228","DERAL12_ATARPO12","Preço médio - atacado - arroz (polido tipo 1) - 30 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1229","DERAL12_ATBCAD12","Preço médio - atacado - bovinos - carcaça dianteira - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1230","DERAL12_ATBCAT12","Preço médio - atacado - bovinos - carcaça traseira - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1231","DERAL12_ATFEC12","Preço médio - atacado - feijão de cor - 30 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1232","DERAL12_ATFEP12","Preço médio - atacado - feijão preto - 30 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1233","DERAL12_ATFMAC12","Preço médio - atacado - farinha de mandioca crua - 50 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Inactive"
"1234","DERAL12_ATFMAT12","Preço médio - atacado - farinha de mandioca torrada - 50 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Inactive"
"1235","DERAL12_ATFMP12","Preço médio - atacado - farinha de milho prensada - 50 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Inactive"
"1236","DERAL12_ATFRR12","Preço médio - atacado - frango resfriado - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1237","DERAL12_ATFSO12","Preço médio - atacado - soja (em farelo) - tonelada - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1238","DERAL12_ATFTRC12","Preço médio - atacado - farinha de trigo - 25 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1239","DERAL12_ATMC12","Preço médio - atacado - milho - 60 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1240","DERAL12_ATOLR12","Preço médio - atacado - óleo de soja - refinado - 20 latas - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1241","DERAL12_ATOVE12","Preço médio - atacado - ovo extra tipo 1 - 30 dúzias - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1242","DERAL12_ATOVG12","Preço médio - atacado - ovo grande tipo 2 - 30 dúzias - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1243","DERAL12_ATOVM12","Preço médio - atacado - ovo médio tipo 3 - 30 dúzias - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1244","DERAL12_ATOVP12","Preço médio - atacado - ovo pequeno tipo 4 - 30 dúzias - PR - INATIVA","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Inactive"
"1245","DERAL12_ATSCAR12","Preço médio - atacado - suínos - de raça - carcaça - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1246","DERAL12_ATSULO12","Preço médio - atacado - suínos - lombo sem osso - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1247","DERAL12_ATSUPA12","Preço médio - atacado - suínos - paleta com osso - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1248","DERAL12_ATSUPE12","Preço médio - atacado - suínos - pernil com osso - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1249","DERAL12_PRBGO12","Preço médio - recebido pelo agricultor - boi gordo - arroba - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1250","DERAL12_PRCAN12","Preço médio - recebido pelo agricultor - cana-de-açúcar - tonelada - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1251","DERAL12_PRCCO12","Preço médio - recebido pelo agricultor - café (em coco) -  kg / renda - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1252","DERAL12_PRFRV12","Preço médio - recebido pelo agricultor - frango vivo - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1253","DERAL12_PRLECO12","Preço médio - recebido pelo agricultor - leite - litro - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1254","DERAL12_PRMAN12","Preço médio - recebido pelo agricultor - mandioca - tonelada - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Inactive"
"1255","DERAL12_PRMI12","Preço médio - recebido pelo agricultor - milho - 60 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1256","DERAL12_PRSO12","Preço médio - recebido pelo agricultor - soja - 60 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1257","DERAL12_PRSUC12","Preço médio - recebido pelo agricultor - suínos - comuns - kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1258","DERAL12_PRTRG12","Preço médio - recebido pelo agricultor - trigo - 60 kg - PR","Macroeconomic","Seab-PR","Monthly",2025-06-30,"Active"
"1259","SEADE12_TDAGSP12","Taxa de desemprego - aberto - RMSP - INATIVA","Macroeconomic","Seade/PED","Monthly",2019-10-31,"Inactive"
"1260","GM366_DOW366","Índice de ações - Dow Jones - fechamento","Macroeconomic","Valor Econômico","Daily",2025-07-25,"Active"
"1261","GM366_ERTUR366","Taxa de câmbio - R$ / US$ - turismo - venda - média","Macroeconomic","Valor Econômico","Daily",2025-07-25,"Active"
"1262","GM12_DOW12","índice de ações - Dow Jones - fechamento","Macroeconomic","Valor Econômico","Monthly",2025-07-02,"Active"
"1263","VALOR12_TBOND3012","taxa de juros - T-Bond (30 anos)","Macroeconomic","Valor Econômico","Monthly",2025-07-02,"Active"
"1264","VALOR12_TNOTES1012","taxa de juros - T-Note (10 anos)","Macroeconomic","Valor Econômico","Monthly",2025-07-02,"Active"
"1265","VALOR12_TNOTES212","taxa de juros - T-Note (2 anos)","Macroeconomic","Valor Econômico","Monthly",2025-07-02,"Active"
"1266","VALOR12_TNOTES512","taxa de juros - T-Note (5 anos)","Macroeconomic","Valor Econômico","Monthly",2025-07-02,"Active"
"1267","ANTAQ12_CARG12","Transporte aquaviário - cargas movimentadas - qde.","Regional","Antaq/AEP","Monthly",2025-07-15,""
"1268","ANTAQ12_CARGCABOT12","Transporte aquaviário - cargas movimentadas - navegação de cabotagem - qde.","Regional","Antaq/AEP","Monthly",2025-07-15,""
"1269","AGENCIAS","Número de agências bancárias","Regional","BCB","Yearly",2025-04-24,""
"1270","APLICACOES","Operações de Crédito","Regional","BCB","Yearly",2025-04-03,""
"1271","COMAGR","Estoque de crédito rural - comercialização - agrícola","Regional","BCB","Yearly",2025-06-05,""
"1272","COMAGRE","Fluxo de crédito rural - comercialização - agrícola","Regional","BCB","Yearly",2025-04-11,""
"1273","COMERC","Estoque de crédito rural - comercialização","Regional","BCB","Yearly",2025-06-05,""
"1274","COMERCE","Fluxo de crédito rural - comercialização","Regional","BCB","Yearly",2025-04-11,""
"1275","COMPEC","Estoque de crédito rural - comercialização - pecuária","Regional","BCB","Yearly",2025-06-05,""
"1276","COMPECE","Fluxo de crédito rural - comercialização - pecuária","Regional","BCB","Yearly",2025-04-11,""
"1277","CREAT","Estoque de crédito rural","Regional","BCB","Yearly",2025-06-05,""
"1278","CREATE","Fluxo de crédito rural","Regional","BCB","Yearly",2025-04-11,""
"1279","CUSAGR","Estoque de crédito rural - custeio - agrícola","Regional","BCB","Yearly",2025-06-05,""
"1280","CUSAGRE","Fluxo de crédito rural - custeio - agrícola","Regional","BCB","Yearly",2025-04-11,""
"1281","CUSGIO","Estoque de crédito rural - custeio","Regional","BCB","Yearly",2025-06-05,""
"1282","CUSGIOE","Fluxo de crédito rural - custeio","Regional","BCB","Yearly",2025-04-11,""
"1283","CUSPEC","Estoque de crédito rural - custeio - pecuária","Regional","BCB","Yearly",2025-06-05,""
"1284","CUSPECE","Fluxo de crédito rural - custeio - pecuária","Regional","BCB","Yearly",2025-04-11,""
"1285","DEPOSITAV","Depósitos bancários à vista","Regional","BCB","Yearly",2025-04-03,""
"1286","DEPOSITPRA","Depósitos bancários a prazo","Regional","BCB","Yearly",2025-04-03,""
"1287","INVAGR","Estoque de crédito rural - investimento - agrícola","Regional","BCB","Yearly",2025-06-05,""
"1288","INVAGRE","Fluxo de crédito rural - investimento - agrícola","Regional","BCB","Yearly",2025-04-11,""
"1289","INVEST","Estoque de crédito rural - investimento","Regional","BCB","Yearly",2025-06-05,""
"1290","INVESTE","Fluxo de crédito rural - investimento","Regional","BCB","Yearly",2025-04-11,""
"1291","INVPEC","Estoque de crédito rural - investimento - pecuária","Regional","BCB","Yearly",2025-06-05,""
"1292","INVPECE","Fluxo de crédito rural - investimento - pecuária","Regional","BCB","Yearly",2025-04-11,""
"1293","NCOMAG","Total de contratos de crédito rural - comercialização - agrícola","Regional","BCB","Yearly",2025-06-05,""
"1294","NCOMER","Total de contratos de crédito rural - comercialização","Regional","BCB","Yearly",2025-06-05,""
"1295","NCOMPC","Total de contratos de crédito rural - comercialização - pecuária","Regional","BCB","Yearly",2025-06-05,""
"1296","NCREAT","Total de contratos de crédito rural","Regional","BCB","Yearly",2025-06-05,""
"1297","NCUSAG","Total de contratos de crédito rural - custeio - agrícola","Regional","BCB","Yearly",2025-06-05,""
"1298","NCUSGI","Total de contratos de crédito rural - custeio","Regional","BCB","Yearly",2025-06-05,""
"1299","NCUSPC","Total de contratos de crédito rural - custeio - pecuária","Regional","BCB","Yearly",2025-06-05,""
"1300","NINVAG","Total de contratos de crédito rural - investimento - agrícola","Regional","BCB","Yearly",2025-06-05,""
"1301","NINVES","Total de contratos de crédito rural - investimento","Regional","BCB","Yearly",2025-06-05,""
"1302","NINVPC","Total de contratos de crédito rural - investimento - pecuária","Regional","BCB","Yearly",2025-06-05,""
"1303","OBRIGREC","Obrigações por recebimento","Regional","BCB","Yearly",2025-04-03,""
"1304","POUPANCA","Poupança","Regional","BCB","Yearly",2025-04-03,""
"1305","MEDIA_CIMENTO_REAIS","Preço médio - cimento - Kg - INATIVA","Regional","CBIC/Sinduscons Estaduais","Monthly",2023-06-28,""
"1306","MEDIA_CIMENTO_SACO","Preço médio - cimento - saco de 50Kg - INATIVA","Regional","CBIC/Sinduscons Estaduais","Monthly",2023-04-11,""
"1307","MEDIA_CIMENTO_TONELADA","Preço médio - cimento - tonelada - INATIVA","Regional","CBIC/Sinduscons Estaduais","Monthly",2023-04-11,""
"1308","PRE30DJF","Estimativas das médias trimestrais de precipitação pluviométrica (mm/mês): verão (dez-fev) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1309","PRE30JJA","Estimativas das médias trimestrais de precipitação pluviométrica (mm/mês): inverno (jun-ago) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1310","PRE30MAM","Estimativas das médias trimestrais de precipitação pluviométrica (mm/mês): outono (mar-mai) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1311","PRE30SON","Estimativas das médias trimestrais de precipitação pluviométrica (mm/mês): primavera (set-nov) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1312","TMP30DJF","Estimativas das médias trimestrais de temperatura (°C): verão (dez-fev) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1313","TMP30JJA","Estimativas das médias trimestrais de temperatura (°C): inverno (jun-ago) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1314","TMP30MAM","Estimativas das médias trimestrais de temperatura (°C): outono (mar-mai) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1315","TMP30SON","Estimativas das médias trimestrais de temperatura (°C): primavera (set-nov) - INATIVA","Regional","CRU","Not applicable",2011-12-15,""
"1316","ACIDT","Número de vítimas a óbito em acidente de trânsito","Regional","DATASUS","Yearly",2025-02-27,""
"1317","ACIDTF","Número de vítimas a óbito em acidente de trânsito do sexo feminino","Regional","DATASUS","Yearly",2025-02-27,""
"1318","ACIDTFJ","Número de vítimas a óbito em acidente de trânsito de jovens de 15 a 29 anos do sexo feminino","Regional","DATASUS","Yearly",2025-02-27,""
"1319","ACIDTJ","Número de vítimas a óbito em acidente de trânsito de jovens de 15 a 29 anos","Regional","DATASUS","Yearly",2025-02-27,""
"1320","ACIDTM","Número de vítimas a óbito em acidente de trânsito do sexo masculino","Regional","DATASUS","Yearly",2025-02-27,""
"1321","ACIDTMJ","Número de vítimas a óbito em acidente de trânsito de jovens de 15 a 29 anos do sexo masculino","Regional","DATASUS","Yearly",2025-02-27,""
"1322","HOMIC","Número de homicídios","Regional","DATASUS","Yearly",2025-02-27,""
"1323","HOMICF","Número de homicídios do sexo feminino","Regional","DATASUS","Yearly",2025-02-27,""
"1324","HOMICFJ","Número de homicídios de jovens de 15 a 29 anos do sexo feminino","Regional","DATASUS","Yearly",2025-02-27,""
"1325","HOMICJ","Número de homicídios de jovens de 15 a 29 anos","Regional","DATASUS","Yearly",2025-02-27,""
"1326","HOMICM","Número de homicídios do sexo masculino","Regional","DATASUS","Yearly",2025-02-27,""
"1327","HOMICMJ","Número de homicídios de jovens de 15 a 29 anos do sexo masculino","Regional","DATASUS","Yearly",2025-02-27,""
"1328","SUICID","Número de suicídios","Regional","DATASUS","Yearly",2025-02-27,""
"1329","SUICIDF","Número de suicídios do sexo feminino","Regional","DATASUS","Yearly",2025-02-27,""
"1330","SUICIDFJ","Número de suicídios de jovens de 15 a 29 anos do sexo feminino","Regional","DATASUS","Yearly",2025-02-27,""
"1331","SUICIDJ","Número de suicídios de jovens de 15 a 29 anos","Regional","DATASUS","Yearly",2025-02-27,""
"1332","SUICIDM","Número de suicídios do sexo masculino","Regional","DATASUS","Yearly",2025-02-27,""
"1333","SUICIDMJ","Número de suicídios de jovens de 15 a 29 anos do sexo masculino","Regional","DATASUS","Yearly",2025-02-27,""
"1334","CESBTOTAL","Cesta básica - gasto mensal - capitais","Regional","Dieese","Monthly",2025-07-23,""
"1335","AREA","Área geográfica - censo","Regional","IBGE","Yearly",2025-05-12,""
"1336","AREACOLALGHER","Área colhida - algodão - herbáceo (caroço)","Regional","IBGE","Yearly",2025-05-09,""
"1337","AREACOLAMENDOIM","Área colhida - amendoim","Regional","IBGE","Yearly",2025-05-19,""
"1338","AREACOLARROZ","Área colhida - arroz","Regional","IBGE","Yearly",2025-05-09,""
"1339","AREACOLBANANA","Área colhida - banana","Regional","IBGE","Yearly",2025-05-06,""
"1340","AREACOLBATATA","Área colhida - batata-inglesa","Regional","IBGE","Yearly",2025-05-20,""
"1341","AREACOLCACAU","Área colhida - cacau","Regional","IBGE","Yearly",2025-05-06,""
"1342","AREACOLCAFE","Área colhida - café","Regional","IBGE","Yearly",2025-05-06,""
"1343","AREACOLCANA","Área colhida - cana-de-açúcar","Regional","IBGE","Yearly",2025-05-09,""
"1344","AREACOLCEBOLA","Área colhida - cebola","Regional","IBGE","Yearly",2025-05-09,""
"1345","AREACOLFEIJAO","Área colhida - feijão","Regional","IBGE","Yearly",2025-05-19,""
"1346","AREACOLFUMO","Área colhida - fumo","Regional","IBGE","Yearly",2025-05-09,""
"1347","AREACOLLARANJA","Área colhida - laranja","Regional","IBGE","Yearly",2025-05-16,""
"1348","AREACOLMANDIOCA","Área colhida - mandioca","Regional","IBGE","Yearly",2025-05-09,""
"1349","AREACOLMILHO","Área colhida - milho","Regional","IBGE","Yearly",2025-05-19,""
"1350","AREACOLPERM","Área colhida - lavoura permanente","Regional","IBGE","Yearly",2025-05-06,""
"1351","AREACOLPIMENTA","Área colhida - pimenta-do-reino","Regional","IBGE","Yearly",2025-05-06,""
"1352","AREACOLSOJA","Área colhida - soja","Regional","IBGE","Yearly",2025-05-09,""
"1353","AREACOLTEMP","Área colhida - lavoura temporária","Regional","IBGE","Yearly",2025-05-09,""
"1354","AREACOLTOMATE","Área colhida - tomate","Regional","IBGE","Yearly",2025-05-09,""
"1355","AREACOLTOT","Área colhida - total","Regional","IBGE","Yearly",2025-05-16,""
"1356","AREACOLTRIGO","Área colhida - trigo","Regional","IBGE","Yearly",2025-05-09,""
"1357","AREACOLUVA","Área colhida - uva","Regional","IBGE","Yearly",2025-05-06,""
"1358","AREAPLAPERM","Área destinada à colheita - lavoura permanente","Regional","IBGE","Yearly",2025-05-06,""
"1359","AREAPLATEMP","Área plantada - lavoura temporária","Regional","IBGE","Yearly",2025-05-09,""
"1360","AREAPLATOT","Área plantada ou destinada à colheita - total","Regional","IBGE","Yearly",2025-05-06,""
"1361","ESTIMA_PO","População residente - 1º de julho - estimativas","Regional","IBGE","Yearly",2025-05-07,""
"1362","IMPPIB","PIB Municipal - impostos, líquidos de subsídios, sobre produtos (preços de 2010)","Regional","IBGE","Yearly",2024-06-27,""
